objectid,type,title,creator,date,location,description,PEOPLE,SEARCH TERMS,subject,identifier,rights,image_small,image_thumb
2020.42.8,"Print, Digital","Digital Photograph, Dis-a-Ray Antiques & Collectables, COVID-19 Pandemic, Anne Munroe, 2020",Anne Munroe,2020,"Guelph, Ontario, Canada","Colour photograph (digital file) taken by Anne Munroe during the COVID-19 lockdown in the spring of 2020. The photograph depicts a handwritten sign in the window of Dis-a-Ray Antiques & Collectables, located at 3 Wyndham Street North. The sign reads: ""Closed / 1 week? / 2 weeks? / 519-824-0779 / Stay Safe!"" The antique store permanently closed in May 2020 after incurring rental fees for 2.5 months while shut down during the COVID-19 pandemic lockdown. On March 11, 2020, the World Health Organization declared COVID-19 a pandemic. On March 17, Ontario declared a state of emergency. In Guelph, the lockdown prompted citywide closures and social distancing protocols. Between January 15, 2020 and June 12, 2021, there were 174,918,667 confirmed cases of COVID-19 with 3,782,490 deaths worldwide and 1,398,274 confirmed cases of COVID-19 with 25,873 deaths in Canada. Accessed June 12, 2021: https://covid19.who.int/ Between January 15, 2020 and June 12, 2021, there were 539,153 confirmed cases of COVID-19 with 8,950 deaths in Ontario and 2,837 confirmed cases of COVID-19 with 43 deaths in the Wellington-Dufferin-Guelph public health unit. Accessed June 12, 2021: https://covid-19.ontario.ca/data","Munroe, Anne","COVID-19 Pandemic, 2020 Dis-A-Ray Antiques & Collectables Downtown Guelph",COMMERCIAL - RETAILERS PHOTOGRAPHS - COLOUR,2020.42.8 - Digital Print,Original image and copyright maintained by Anne Munroe.,https://s3.amazonaws.com/pastperfectonline/images/museum_51/216/2020428.jpg,https://s3.amazonaws.com/pastperfectonline/images/museum_51/216/2020428.jpg
2020.42.9,"Print, Digital","Digital Photograph, Brothers Brewing Company, COVID-19 Pandemic, Anne Munroe, 2020",Anne Munroe,2020,"Guelph, Ontario, Canada","Colour photograph (digital file) taken by Anne Munroe during the COVID-19 lockdown in the spring of 2020. The photograph depicts a handwritten sign posted on the door of Brothers Brewing Company, located at 15 Wyndham Street North. The sign reads: ""Online Orders Only! / Same day delivery on orders placed before 5 pm! / Use Coupon Code: FREE4YOU for free delivery / Brothers Brewing Company.ca/Merch"" On March 11, 2020, the World Health Organization declared COVID-19 a pandemic. On March 17, Ontario declared a state of emergency. In Guelph, the lockdown prompted citywide closures and social distancing protocols. Between January 15, 2020 and June 12, 2021, there were 174,918,667 confirmed cases of COVID-19 with 3,782,490 deaths worldwide and 1,398,274 confirmed cases of COVID-19 with 25,873 deaths in Canada. Accessed June 12, 2021: https://covid19.who.int/ Between January 15, 2020 and June 12, 2021, there were 539,153 confirmed cases of COVID-19 with 8,950 deaths in Ontario and 2,837 confirmed cases of COVID-19 with 43 deaths in the Wellington-Dufferin-Guelph public health unit. Accessed June 12, 2021: https://covid-19.ontario.ca/data","Munroe, Anne","Brothers Brewing Company COVID-19 Pandemic, 2020",COMMERCIAL - BREWERIES PANDEMIC PHOTOGRAPHS - COLOUR,2020.42.9 - Digital Print,Original image and copyright maintained by Anne Munroe.,https://s3.amazonaws.com/pastperfectonline/images/museum_51/216/2020429.jpg,https://s3.amazonaws.com/pastperfectonline/images/museum_51/216/2020429.jpg
2020.48.1,"Print, Digital","Digital Photograph, Alex Vander Vlugt, Black Lives Matter Solidarity March and Protest, 6 June 2020","Vander Vlugt, Alex",06-Jun-20,"Guelph, Ontario, Canada","Colour photograph (digital file) taken by Alex Vander Vlugt at the Black Lives Matter Solidarity March and Protest held on 6 June 2020. The photograph depicts a large crowd of protesters, who are marching down the centre of the street facing the camera. Leading the march and pictured in the centre of the frame is Kween, Executive Director, Guelph Black Heritage Society. Kween wears a ""Black Lives Matter"" t-shirt. She points toward the sky with her right arm fully extended. Many people are holding handmade protest signs. A large white banner with black text reads: ""Not Another Black Life."" On 6 June 2020, approximately 8,000 people gathered in downtown Guelph. The assembled crowd marched together in a peaceful protest organized by the Guelph Black Heritage Society in solidarity with the Black Lives Matter movement. Another 20,000 people followed the event through mainstream and social media platforms. This photograph is the source image for the alcohol ink artwork, titled ""No Justice, No Peace"" by artist Emily Vander Vlugt, which she gifted to the Guelph Black Heritage Society for fundraising purposes. A reproduction of the artwork is also held in Guelph Museums' collection.",", Kween Vander Vlugt, Alex Vander Vlugt, Emily","Black Lives Matter Solidarity Protest, 6 June 2020 Guelph Black Heritage Society Quebec Street Ward 1 Studios Wyndham Street",ARTS - VISUAL ARTS PHOTOGRAPHS - COLOUR PROTEST,2020.48.1 - Digital Print,Original image and copyright maintained by Alex Vander Vlugt.,https://s3.amazonaws.com/pastperfectonline/images/museum_51/217/2020481.jpg,https://s3.amazonaws.com/pastperfectonline/images/museum_51/217/2020481.jpg
2020.59.1,"Print, Digital","Digital Photograph, Devi Thompson, Black Lives Matter Solidarity March and Protest, 6 June 2020",Devi Thompson,06-Jun-20,"Guelph, Ontario, Canada","Black and white photograph (digital file) taken by Devi Thompson at the Black Lives Matter Solidarity March and Protest held on 6 June 2020. The photograph shows a group of women, huddled in a close embrace. A backpack covered in buttons is visible in the lower right corner of the image. One button reads: ""Guelph Black Heritage Society."" On 6 June 2020, approximately 8,000 people gathered in downtown Guelph. The assembled crowd marched together in a peaceful protest organized by the Guelph Black Heritage Society in solidarity with the Black Lives Matter movement. Another 20,000 people followed the event through mainstream and social media platforms.","Thompson, Devi","Black Lives Matter Solidarity Protest, 6 June 2020 Downtown Guelph",PROTEST PHOTOGRAPHS - BLACK & WHITE,2020.59.1 - Digital Print,Original image and copyright maintained by Devi Thompson.,https://s3.amazonaws.com/pastperfectonline/images/museum_51/217/2020591.jpg,https://s3.amazonaws.com/pastperfectonline/images/museum_51/217/2020591.jpg
2020.59.10,"Print, Digital","Digital Photograph, Devi Thompson, Black Lives Matter Solidarity March and Protest, 6 June 2020",Devi Thompson,06-Jun-20,"Guelph, Ontario, Canada","Black and white photograph (digital file) taken by Devi Thompson at the Black Lives Matter Solidarity March and Protest held on 6 June 2020. The photograph depicts a person, kneeling on the ground, at the front of a crowd of people. They are wearing a plaid skirt and a t-shirt that reads: ""I CAN'T BREATHE #BLACKLIVESMATTER."" A face mask is pulled down around their chin. Their right hand is fisted and raised in the air. On 6 June 2020, approximately 8,000 people gathered in downtown Guelph. The assembled crowd marched together in a peaceful protest organized by the Guelph Black Heritage Society in solidarity with the Black Lives Matter movement. Another 20,000 people followed the event through mainstream and social media platforms.","Thompson, Devi","Black Lives Matter Solidarity Protest, 6 June 2020 Downtown Guelph",PROTEST PHOTOGRAPHS - BLACK & WHITE,2020.59.10 - Digital Print,Original image and copyright maintained by Devi Thompson.,https://s3.amazonaws.com/pastperfectonline/images/museum_51/217/20205910.jpg,https://s3.amazonaws.com/pastperfectonline/images/museum_51/217/20205910.jpg
2020.59.11,"Print, Digital","Digital Photograph, Devi Thompson, Black Lives Matter Solidarity March and Protest, 6 June 2020",Devi Thompson,06-Jun-20,"Guelph, Ontario, Canada","Colour photograph (digital file) taken by Devi Thompson at the Black Lives Matter Solidarity March and Protest held on 6 June 2020. The photograph depicts spoken-word poet Audny-Cashae Stewart, performing on stage at the Black Lives Matter Solidarity march and protest. She is shown from behind as she presents to a crowd of people. Many are wearing face masks and holding protest signs. Stewart is wearing a black sweater that says ""BLACK LIVES MATTER"" in white lettering. She holds a microphone in her right hand. On 6 June 2020, approximately 8,000 people gathered in downtown Guelph. The assembled crowd marched together in a peaceful protest organized by the Guelph Black Heritage Society in solidarity with the Black Lives Matter movement. Another 20,000 people followed the event through mainstream and social media platforms.","Thompson, Devi","Black Lives Matter Solidarity Protest, 6 June 2020 Downtown Guelph",PROTEST PHOTOGRAPHS - COLOUR,2020.59.11 - Digital Print,Original image and copyright maintained by Devi Thompson.,https://s3.amazonaws.com/pastperfectonline/images/museum_51/217/20205911.jpg,https://s3.amazonaws.com/pastperfectonline/images/museum_51/217/20205911.jpg
2020.59.12,"Print, Digital","Digital Photograph, Devi Thompson, Black Lives Matter Solidarity March and Protest, 6 June 2020",Devi Thompson,06-Jun-20,"Guelph, Ontario, Canada","Black and white photograph (digital file) taken by Devi Thompson at the Black Lives Matter Solidarity March and Protest held on 6 June 2020. The photograph depicts spoken-word poet Audny-Cashae Stewart on stage at the Black Lives Matter Solidarity march and protest. Stewart bows to a crowd of people. Many are wearing face masks and holding protest signs. On 6 June 2020, approximately 8,000 people gathered in downtown Guelph. The assembled crowd marched together in a peaceful protest organized by the Guelph Black Heritage Society in solidarity with the Black Lives Matter movement. Another 20,000 people followed the event through mainstream and social media platforms.","Thompson, Devi","Black Lives Matter Solidarity Protest, 6 June 2020 Downtown Guelph",PROTEST PHOTOGRAPHS - BLACK & WHITE,2020.59.12 - Digital Print,Original image and copyright maintained by Devi Thompson.,https://s3.amazonaws.com/pastperfectonline/images/museum_51/217/20205912.jpg,https://s3.amazonaws.com/pastperfectonline/images/museum_51/217/20205912.jpg
2020.59.13,"Print, Digital","Digital Photograph, Devi Thompson, Black Lives Matter Solidarity March and Protest, 6 June 2020",Devi Thompson,06-Jun-20,"Guelph, Ontario, Canada","Colour photograph (digital file) taken by Devi Thompson at the Black Lives Matter Solidarity March and Protest held on 6 June 2020. The photograph depicts spoken-word poet Audny-Cashae Stewart on stage at the Black Lives Matter Solidarity march and protest. Stewart is shown from behind, as she presents to a crowd of people. Many are wearing face masks and holding protest signs. Stewart wears a black sweater that reads ""BLACK LIVES MATTER"" in white lettering across the back. On 6 June 2020, approximately 8,000 people gathered in downtown Guelph. The assembled crowd marched together in a peaceful protest organized by the Guelph Black Heritage Society in solidarity with the Black Lives Matter movement. Another 20,000 people followed the event through mainstream and social media platforms.","Thompson, Devi","Black Lives Matter Solidarity Protest, 6 June 2020 Downtown Guelph",PROTEST PHOTOGRAPHS - COLOUR,2020.59.13 - Digital Print,Original image and copyright maintained by Devi Thompson.,https://s3.amazonaws.com/pastperfectonline/images/museum_51/217/20205913.jpg,https://s3.amazonaws.com/pastperfectonline/images/museum_51/217/20205913.jpg
2020.59.14,"Print, Digital","Digital Photograph, Devi Thompson, Black Lives Matter Solidarity March and Protest, 6 June 2020",Devi Thompson,06-Jun-20,"Guelph, Ontario, Canada","Colour photograph (digital file) taken by Devi Thompson at the Black Lives Matter Solidarity March and Protest held on 6 June 2020. The photograph depicts spoken-word artist Audny-Cashae Stewart on stage at the Black Lives Matter Solidarity march and protest. Stewart is shown from behind, as she presents to a crowd of people. Many are wearing face masks and holding protest signs. Stewart wears a black sweater that reads ""BLACK LIVES MATTER"" in white lettering across the back. Her left hand is raised in a fist. On 6 June 2020, approximately 8,000 people gathered in downtown Guelph. The assembled crowd marched together in a peaceful protest organized by the Guelph Black Heritage Society in solidarity with the Black Lives Matter movement. Another 20,000 people followed the event through mainstream and social media platforms.","Thompson, Devi","Black Lives Matter Solidarity Protest, 6 June 2020 Downtown Guelph",PROTEST PHOTOGRAPHS - COLOUR,2020.59.14 - Digital Print,Original image and copyright maintained by Devi Thompson.,https://s3.amazonaws.com/pastperfectonline/images/museum_51/217/20205914.jpg,https://s3.amazonaws.com/pastperfectonline/images/museum_51/217/20205914.jpg
2020.59.15,"Print, Digital","Digital Photograph, Devi Thompson, Black Lives Matter Solidarity March and Protest, 6 June 2020",Devi Thompson,06-Jun-20,"Guelph, Ontario, Canada","Colour photograph (digital file) taken by Devi Thompson at the Black Lives Matter Solidarity March and Protest held on 6 June 2020. The photograph depicts spoken-word artist Justin Reid on stage at the Black Lives Matter Solidarity march and protest. Reid is shown in profile, as he performs before a crowd of people. Many are wearing face masks and holding protest signs. Reid wears a black t-shirt and speaks into a microphone, held in his right hand. On 6 June 2020, approximately 8,000 people gathered in downtown Guelph. The assembled crowd marched together in a peaceful protest organized by the Guelph Black Heritage Society in solidarity with the Black Lives Matter movement. Another 20,000 people followed the event through mainstream and social media platforms.","Thompson, Devi Reid, Justin","Black Lives Matter Solidarity Protest, 6 June 2020 Downtown Guelph",PROTEST PHOTOGRAPHS - COLOUR,2020.59.15 - Digital Print,Original image and copyright maintained by Devi Thompson.,https://s3.amazonaws.com/pastperfectonline/images/museum_51/217/20205915.jpg,https://s3.amazonaws.com/pastperfectonline/images/museum_51/217/20205915.jpg
2020.59.16,"Print, Digital","Digital Photograph, Devi Thompson, Black Lives Matter Solidarity March and Protest, 6 June 2020",Devi Thompson,06-Jun-20,"Guelph, Ontario, Canada","Colour photograph (digital file) taken by Devi Thompson at the Black Lives Matter Solidarity March and Protest held on 6 June 2020. The photograph depicts a close up view of spoken-word artist Justin Reid on stage at the Black Lives Matter Solidarity march and protest. Reid is facing the camera. He wears a black t-shirt that says ""I CAN'T BREATHE"" and speaks into a microphone, held in his right hand. On 6 June 2020, approximately 8,000 people gathered in downtown Guelph. The assembled crowd marched together in a peaceful protest organized by the Guelph Black Heritage Society in solidarity with the Black Lives Matter movement. Another 20,000 people followed the event through mainstream and social media platforms.","Thompson, Devi Reid, Justin","Black Lives Matter Solidarity Protest, 6 June 2020 Downtown Guelph",PROTEST PHOTOGRAPHS - COLOUR,2020.59.16 - Digital Print,Original image and copyright maintained by Devi Thompson.,https://s3.amazonaws.com/pastperfectonline/images/museum_51/217/20205916.jpg,https://s3.amazonaws.com/pastperfectonline/images/museum_51/217/20205916.jpg
2020.59.17,"Print, Digital","Digital Photograph, Devi Thompson, Black Lives Matter Solidarity March and Protest, 6 June 2020",Devi Thompson,06-Jun-20,"Guelph, Ontario, Canada","Black and white photograph (digital file) taken by Devi Thompson at the Black Lives Matter Solidarity March and Protest held on 6 June 2020. The photograph depicts spoken-word artist Justin Reid on stage at the Black Lives Matter Solidarity march and protest. Reid faces toward the camera, as he performs before a crowd of people. Many are wearing face masks and holding protest signs. Reid wears a t-shirt that reads: ""I CAN'T BREATHE."" He speaks into a microphone, held in his left hand. His right arm is extended upward with a raised fist. On 6 June 2020, approximately 8,000 people gathered in downtown Guelph. The assembled crowd marched together in a peaceful protest organized by the Guelph Black Heritage Society in solidarity with the Black Lives Matter movement. Another 20,000 people followed the event through mainstream and social media platforms.","Thompson, Devi Reid, Justin","Black Lives Matter Solidarity Protest, 6 June 2020 Downtown Guelph",PROTEST PHOTOGRAPHS - BLACK & WHITE,2020.59.17 - Digital Print,Original image and copyright maintained by Devi Thompson.,https://s3.amazonaws.com/pastperfectonline/images/museum_51/217/20205917.jpg,https://s3.amazonaws.com/pastperfectonline/images/museum_51/217/20205917.jpg
2020.59.18,"Print, Digital","Digital Photograph, Devi Thompson, Black Lives Matter Solidarity March and Protest, 6 June 2020",Devi Thompson,06-Jun-20,"Guelph, Ontario, Canada","Colour photograph (digital file) taken by Devi Thompson at the Black Lives Matter Solidarity March and Protest held on 6 June 2020. The photograph depicts a crowd of people with their backs to the camera. They are wearing face masks and holding protest signs. A person in the foreground holds a white sign with pink and black lettering that says: ""SMASH white SUPREMACY!"" On 6 June 2020, approximately 8,000 people gathered in downtown Guelph. The assembled crowd marched together in a peaceful protest organized by the Guelph Black Heritage Society in solidarity with the Black Lives Matter movement. Another 20,000 people followed the event through mainstream and social media platforms.","Thompson, Devi","Black Lives Matter Solidarity Protest, 6 June 2020 Downtown Guelph",PROTEST PHOTOGRAPHS - COLOUR,2020.59.18 - Digital Print,Original image and copyright maintained by Devi Thompson.,https://s3.amazonaws.com/pastperfectonline/images/museum_51/217/20205918.jpg,https://s3.amazonaws.com/pastperfectonline/images/museum_51/217/20205918.jpg
2020.59.19,"Print, Digital","Digital Photograph, Devi Thompson, Black Lives Matter Solidarity March and Protest, 6 June 2020",Devi Thompson,06-Jun-20,"Guelph, Ontario, Canada","Black and white photograph (digital file) taken by Devi Thompson at the Black Lives Matter Solidarity March and Protest held on 6 June 2020. The photograph depicts a crowd of people with their backs to the camera. Many are wearing face masks and holding protest signs. One sign reads ""#BLM"" and another reads ""Silence is Violence."" The crowd marches past the Guelph Police Service building on Wyndham Street. On 6 June 2020, approximately 8,000 people gathered in downtown Guelph. The assembled crowd marched together in a peaceful protest organized by the Guelph Black Heritage Society in solidarity with the Black Lives Matter movement. Another 20,000 people followed the event through mainstream and social media platforms.","Thompson, Devi","Black Lives Matter Solidarity Protest, 6 June 2020 Downtown Guelph Guelph Police Service Guelph Police Station Wyndham Street Wyndham Street - Lower",PROTEST PHOTOGRAPHS - BLACK & WHITE,2020.59.19 - Digital Print,Original image and copyright maintained by Devi Thompson.,https://s3.amazonaws.com/pastperfectonline/images/museum_51/217/20205919.jpg,https://s3.amazonaws.com/pastperfectonline/images/museum_51/217/20205919.jpg
2020.59.2,"Print, Digital","Digital Photograph, Devi Thompson, Black Lives Matter Solidarity March and Protest, 6 June 2020",Devi Thompson,06-Jun-20,"Guelph, Ontario, Canada","Colour photograph (digital file) taken by Devi Thompson at the Black Lives Matter Solidarity March and Protest held on 6 June 2020. The photograph depicts an adult holding a child on their shoulders. The child is wearing a face mask and red-rimmed sunglasses. The adult is wearing a face mask that says ""Black Lives Matter."" Both figures are looking toward the right frame. They are in a crowd of people, all wearing face masks and holding protest signs. On 6 June 2020, approximately 8,000 people gathered in downtown Guelph. The assembled crowd marched together in a peaceful protest organized by the Guelph Black Heritage Society in solidarity with the Black Lives Matter movement. Another 20,000 people followed the event through mainstream and social media platforms.","Thompson, Devi","Black Lives Matter Solidarity Protest, 6 June 2020 Downtown Guelph",PROTEST PHOTOGRAPHS - COLOUR,2020.59.2 - Digital Print,Original image and copyright maintained by Devi Thompson.,https://s3.amazonaws.com/pastperfectonline/images/museum_51/217/20205912.jpg,https://s3.amazonaws.com/pastperfectonline/images/museum_51/217/20205912.jpg
2020.59.20,"Print, Digital","Digital Photograph, Devi Thompson, Black Lives Matter Solidarity March and Protest, 6 June 2020",Devi Thompson,06-Jun-20,"Guelph, Ontario, Canada","Colour photograph (digital file) taken by Devi Thompson at the Black Lives Matter Solidarity March and Protest held on 6 June 2020. The photograph depicts a crowd of people with their backs to the camera. Many are wearing face masks and holding protest signs. A sign in the centre of the image reads: ""No PRIDE without BLACK LIVES #BLM."" The crowd walks down Wellington Street East, between Wyndham Street South and Gordon Street. On 6 June 2020, approximately 8,000 people gathered in downtown Guelph. The assembled crowd marched together in a peaceful protest organized by the Guelph Black Heritage Society in solidarity with the Black Lives Matter movement. Another 20,000 people followed the event through mainstream and social media platforms.","Thompson, Devi","Black Lives Matter Solidarity Protest, 6 June 2020 Downtown Guelph Wendy's Tim Hortons Angel's Diner Wellington Street Gordon Street Wyndham Street",PROTEST PHOTOGRAPHS - COLOUR,2020.59.20 - Digital Print,Original image and copyright maintained by Devi Thompson.,https://s3.amazonaws.com/pastperfectonline/images/museum_51/217/20205920.jpg,https://s3.amazonaws.com/pastperfectonline/images/museum_51/217/20205920.jpg
2020.59.21,"Print, Digital","Digital Photograph, Devi Thompson, Black Lives Matter Solidarity March and Protest, 6 June 2020",Devi Thompson,06-Jun-20,"Guelph, Ontario, Canada","Colour photograph (digital file) taken by Devi Thompson at the Black Lives Matter Solidarity March and Protest held on 6 June 2020. The photograph depicts a crowd of people with their backs to the camera. Many are wearing face masks and holding protest signs. A sign in the foreground of the image reads ""you have NO AUTHORITY to kill a MINORITY"" in black and red marker. The crowd walks on Gordon Street, toward the Fountain Street West intersection. The Basilica of Our Lady Immaculate is visible in the distance. On 6 June 2020, approximately 8,000 people gathered in downtown Guelph. The assembled crowd marched together in a peaceful protest organized by the Guelph Black Heritage Society in solidarity with the Black Lives Matter movement. Another 20,000 people followed the event through mainstream and social media platforms.","Thompson, Devi","Black Lives Matter Solidarity Protest, 6 June 2020 Downtown Guelph Gordon Street Fountain Street Church of Our Lady",PROTEST PHOTOGRAPHS - COLOUR,2020.59.21 - Digital Print,Original image and copyright maintained by Devi Thompson.,https://s3.amazonaws.com/pastperfectonline/images/museum_51/217/20205921.jpg,https://s3.amazonaws.com/pastperfectonline/images/museum_51/217/20205921.jpg
2020.59.22,"Print, Digital","Digital Photograph, Devi Thompson, Black Lives Matter Solidarity March and Protest, 6 June 2020",Devi Thompson,06-Jun-20,"Guelph, Ontario, Canada","Colour photograph (digital file) taken by Devi Thompson at the Black Lives Matter Solidarity March and Protest held on 6 June 2020. The photograph depicts six people, who are standing on the roof of the Guelph Today building, located at 82 Norfolk Street. One person has their fist raised in the air. Two people are holding protest signs, which both read ""BLACK LIVES MATTER."" The spires of the Basilica of Our Lady Immaculate are visible in the distance. On 6 June 2020, approximately 8,000 people gathered in downtown Guelph. The assembled crowd marched together in a peaceful protest organized by the Guelph Black Heritage Society in solidarity with the Black Lives Matter movement. Another 20,000 people followed the event through mainstream and social media platforms.","Thompson, Devi","Black Lives Matter Solidarity Protest, 6 June 2020 Church of Our Lady Downtown Guelph Guelph Today Norfolk Street",PROTEST PHOTOGRAPHS - COLOUR,2020.59.22 - Digital Print,Original image and copyright maintained by Devi Thompson.,https://s3.amazonaws.com/pastperfectonline/images/museum_51/217/20205922.jpg,https://s3.amazonaws.com/pastperfectonline/images/museum_51/217/20205922.jpg
2020.59.23,"Print, Digital","Digital Photograph, Devi Thompson, Black Lives Matter Solidarity March and Protest, 6 June 2020",Devi Thompson,06-Jun-20,"Guelph, Ontario, Canada","Black and white photograph (digital file) taken by Devi Thompson at the Black Lives Matter Solidarity March and Protest held on 6 June 2020. The photograph depicts a close up view of a person who is wearing a baseball cap and glasses, as well as a face mask and t-shirt that both read: ""I CAN'T BREATHE."" They point skyward with their right hand. In front of them is a MacBook (laptop) on a raised platform. Windowed buildings are visible in the background. On 6 June 2020, approximately 8,000 people gathered in downtown Guelph. The assembled crowd marched together in a peaceful protest organized by the Guelph Black Heritage Society in solidarity with the Black Lives Matter movement. Another 20,000 people followed the event through mainstream and social media platforms.","Thompson, Devi","Black Lives Matter Solidarity Protest, 6 June 2020 Downtown Guelph",PROTEST PHOTOGRAPHS - BLACK & WHITE,2020.59.23 - Digital Print,Original image and copyright maintained by Devi Thompson.,https://s3.amazonaws.com/pastperfectonline/images/museum_51/217/20205923.jpg,https://s3.amazonaws.com/pastperfectonline/images/museum_51/217/20205923.jpg
2020.59.24,"Print, Digital","Digital Photograph, Devi Thompson, Black Lives Matter Solidarity March and Protest, 6 June 2020",Devi Thompson,06-Jun-20,"Guelph, Ontario, Canada","Black and white photograph (digital file) taken by Devi Thompson at the Black Lives Matter Solidarity March and Protest held on 6 June 2020. The photograph depicts a close up view of a cardboard sign that reads ""I COULD HAVE BEEN GEORGE FLOYD!"" and includes an image of a raised fist. The sign is held above the heads of a crowd of protesters. An expanse of sky and buildings are visible in the distance. On 6 June 2020, approximately 8,000 people gathered in downtown Guelph. The assembled crowd marched together in a peaceful protest organized by the Guelph Black Heritage Society in solidarity with the Black Lives Matter movement. Another 20,000 people followed the event through mainstream and social media platforms.","Thompson, Devi","Black Lives Matter Solidarity Protest, 6 June 2020 Downtown Guelph",PROTEST PHOTOGRAPHS - BLACK & WHITE,2020.59.24 - Digital Print,Original image and copyright maintained by Devi Thompson.,https://s3.amazonaws.com/pastperfectonline/images/museum_51/217/20205924.jpg,https://s3.amazonaws.com/pastperfectonline/images/museum_51/217/20205924.jpg
2020.59.25,"Print, Digital","Digital Photograph, Devi Thompson, Black Lives Matter Solidarity March and Protest, 6 June 2020",Devi Thompson,06-Jun-20,"Guelph, Ontario, Canada","Colour photograph (digital file) taken by Devi Thompson at the Black Lives Matter Solidarity March and Protest held on 6 June 2020. The photograph depicts a crowd of people. Many are wearing face masks and holding protest signs. One sign reads: ""COLOUR is not a CRIME."" Another sign features a raised fist enclosed in a circle. The Guelph Music store, located at 20 Carden Street, is visible in the background. On 6 June 2020, approximately 8,000 people gathered in downtown Guelph. The assembled crowd marched together in a peaceful protest organized by the Guelph Black Heritage Society in solidarity with the Black Lives Matter movement. Another 20,000 people followed the event through mainstream and social media platforms.","Thompson, Devi","Black Lives Matter Solidarity Protest, 6 June 2020 Downtown Guelph Carden Street Guelph Music Store Carden Street Music Shop",PROTEST PHOTOGRAPHS - COLOUR,2020.59.25 - Digital Print,Original image and copyright maintained by Devi Thompson.,https://s3.amazonaws.com/pastperfectonline/images/museum_51/217/20205925.jpg,https://s3.amazonaws.com/pastperfectonline/images/museum_51/217/20205925.jpg
2020.59.26,"Print, Digital","Digital Photograph, Devi Thompson, Black Lives Matter Solidarity March and Protest, 6 June 2020",Devi Thompson,06-Jun-20,"Guelph, Ontario, Canada","Black and white photograph (digital file) taken by Devi Thompson at the Black Lives Matter Solidarity March and Protest held on 6 June 2020. The photograph depicts a crowd of people, who are gathered in Market Square, at the intersection of Carden Street and Wilson Street. A protest sign is visible in the immediate foreground. The sign reads: ""BLACK LIVES MATTER."" The towers of the Basilica of Our Lady Immaculate are visible in the background. On 6 June 2020, approximately 8,000 people gathered in downtown Guelph. The assembled crowd marched together in a peaceful protest organized by the Guelph Black Heritage Society in solidarity with the Black Lives Matter movement. Another 20,000 people followed the event through mainstream and social media platforms.","Thompson, Devi","Black Lives Matter Solidarity Protest, 6 June 2020 Downtown Guelph Carden Street Wilson Street Apple Hair Salon The Handmade Den",PROTEST PHOTOGRAPHS - BLACK & WHITE,2020.59.26 - Digital Print,Original image and copyright maintained by Devi Thompson.,https://s3.amazonaws.com/pastperfectonline/images/museum_51/217/20205926.jpg,https://s3.amazonaws.com/pastperfectonline/images/museum_51/217/20205926.jpg
2020.59.27,"Print, Digital","Digital Photograph, Devi Thompson, Black Lives Matter Solidarity March and Protest, 6 June 2020",Devi Thompson,06-Jun-20,"Guelph, Ontario, Canada","Colour photograph (digital file) taken by Devi Thompson at the Black Lives Matter Solidarity March and Protest held on 6 June 2020. The photograph depicts a person, who is wearing a black dress and holding an open parasol. The fabric of the parasol is decorated with marker. It reads ""BLACK LIVES MATTER"" in blue lettering and ""GOD IS LOVE"" in red lettering. The inscriptions are surrounding by hand drawn hearts and swirls. On 6 June 2020, approximately 8,000 people gathered in downtown Guelph. The assembled crowd marched together in a peaceful protest organized by the Guelph Black Heritage Society in solidarity with the Black Lives Matter movement. Another 20,000 people followed the event through mainstream and social media platforms.","Thompson, Devi","Black Lives Matter Solidarity Protest, 6 June 2020 Downtown Guelph",PROTEST PHOTOGRAPHS - COLOUR,2020.59.27 - Digital Print,Original image and copyright maintained by Devi Thompson.,https://s3.amazonaws.com/pastperfectonline/images/museum_51/217/20205927.jpg,https://s3.amazonaws.com/pastperfectonline/images/museum_51/217/20205927.jpg
2020.59.28,"Print, Digital","Digital Photograph, Devi Thompson, Black Lives Matter Solidarity March and Protest, 6 June 2020",Devi Thompson,06-Jun-20,"Guelph, Ontario, Canada","Black and white photograph (digital file) taken by Devi Thompson at the Black Lives Matter Solidarity March and Protest held on 6 June 2020. The photograph depicts a person, who is holding an open parasol. The fabric of the parasol is decorated with marker. It reads ""BLACK LIVES MATTER"" in block lettering and ""GOD IS LOVE"" in smaller lettering. The inscriptions are surrounding by hand drawn hearts and swirls. On 6 June 2020, approximately 8,000 people gathered in downtown Guelph. The assembled crowd marched together in a peaceful protest organized by the Guelph Black Heritage Society in solidarity with the Black Lives Matter movement. Another 20,000 people followed the event through mainstream and social media platforms.","Thompson, Devi","Black Lives Matter Solidarity Protest, 6 June 2020 Downtown Guelph",PROTEST PHOTOGRAPHS - BLACK & WHITE,2020.59.28 - Digital Print,Original image and copyright maintained by Devi Thompson.,https://s3.amazonaws.com/pastperfectonline/images/museum_51/217/20205928.jpg,https://s3.amazonaws.com/pastperfectonline/images/museum_51/217/20205928.jpg
